institution_id,fiscal_year,endowment_value_millions,annual_return_pct,spending_millions,spending_rate_pct,spending_as_pct_of_budget,new_gifts_millions,source_type,source_url,source_title,confidence,notes
mit,2018,16400,13.5,,,,,investment_report,https://mitimco.org,MITIMCo Report FY2018,medium,Compiled from MITIMCo published figures; verify against audited financials
mit,2019,17400,8.8,,,,,investment_report,https://mitimco.org,MITIMCo Report FY2019,medium,Compiled from MITIMCo published figures; verify against audited financials
mit,2020,18400,8.3,,,,,investment_report,https://mitimco.org,MITIMCo Report FY2020,medium,Compiled from MITIMCo published figures; verify against audited financials
mit,2021,27400,55.5,,,,,investment_report,https://mitimco.org,MITIMCo Report FY2021,medium,Best large-endowment FY21 return; compiled from MITIMCo published figures
mit,2022,24700,-5.3,,,,,investment_report,https://mitimco.org,MITIMCo Report FY2022,medium,Compiled from MITIMCo published figures; verify against audited financials
mit,2023,23500,-2.9,,,,,investment_report,https://mitimco.org,MITIMCo Report FY2023,medium,Compiled from MITIMCo published figures; verify against audited financials
mit,2024,24600,8.9,,,,,investment_report,https://mitimco.org,MITIMCo Report FY2024,medium,Compiled from MITIMCo published figures; verify against audited financials
stanford,2008,17200,,,,,,investment_report,https://smc.stanford.edu,Stanford Management Company Report FY2008,medium,FY ends Aug 31; value only; return pending primary source
stanford,2009,12600,-25.9,,,,,investment_report,https://smc.stanford.edu,Stanford Management Company Report FY2009,medium,FY ends Aug 31; GFC trough; compiled from SMC published figures
stanford,2010,13800,14.4,,,,,investment_report,https://smc.stanford.edu,Stanford Management Company Report FY2010,medium,FY ends Aug 31; compiled from SMC published figures
stanford,2011,16500,22.4,,,,,investment_report,https://smc.stanford.edu,Stanford Management Company Report FY2011,medium,FY ends Aug 31; compiled from SMC published figures
stanford,2012,17000,1.0,,,,,investment_report,https://smc.stanford.edu,Stanford Management Company Report FY2012,medium,FY ends Aug 31; compiled from SMC published figures
stanford,2013,18700,12.1,,,,,investment_report,https://smc.stanford.edu,Stanford Management Company Report FY2013,medium,FY ends Aug 31; compiled from SMC published figures
stanford,2014,21400,17.0,,,,,investment_report,https://smc.stanford.edu,Stanford Management Company Report FY2014,medium,FY ends Aug 31; compiled from SMC published figures
stanford,2015,22200,7.0,,,,,investment_report,https://smc.stanford.edu,Stanford Management Company Report FY2015,medium,FY ends Aug 31; compiled from SMC published figures
stanford,2016,22400,-0.4,,,,,investment_report,https://smc.stanford.edu,Stanford Management Company Report FY2016,medium,FY ends Aug 31; compiled from SMC published figures
stanford,2017,24800,13.1,,,,,investment_report,https://smc.stanford.edu,Stanford Management Company Report FY2017,medium,FY ends Aug 31; compiled from SMC published figures
stanford,2018,26500,11.3,,,,,investment_report,https://smc.stanford.edu,Stanford Management Company Report FY2018,medium,FY ends Aug 31; compiled from SMC published figures
stanford,2019,27700,6.5,,,,,investment_report,https://smc.stanford.edu,Stanford Management Company Report FY2019,medium,FY ends Aug 31; compiled from SMC published figures
stanford,2020,28900,5.6,,,,,investment_report,https://smc.stanford.edu,Stanford Management Company Report FY2020,medium,FY ends Aug 31; compiled from SMC published figures
stanford,2021,37800,40.1,,,,,investment_report,https://smc.stanford.edu,Stanford Management Company Report FY2021,medium,FY ends Aug 31; compiled from SMC published figures
stanford,2022,36300,,,,,,investment_report,https://smc.stanford.edu,Stanford Management Company Report FY2022,medium,FY ends Aug 31; value only; return pending primary source
stanford,2023,36500,,,,,,investment_report,https://smc.stanford.edu,Stanford Management Company Report FY2023,medium,FY ends Aug 31; value only; return pending primary source
stanford,2024,37600,,,,,,investment_report,https://smc.stanford.edu,Stanford Management Company Report FY2024,medium,FY ends Aug 31; value only; return pending primary source
